,Event,Date,Organizer,Location
0,OWASP Russia Meetup #6,2 марта 2017 г.,OWASP Moscow Chapter,Москва
0,"Тесты на Kotlin, Корутины и DSL - опыт использования в боевых проектах",31 июля 2019 г.,Kotlin Moscow,Moskva
0,Tver.io JavaScript Meetup,19 марта 2020 г.,Tver.io Meetup,Тверь
0,Kotlin/Everywhere Vladivostok,6 июля 2019 г.,GDG Vladivostok,Владивосток
0,♥ Kubernetes Meetup #2 в офисе Mail.ru,14 февраля 2019 г.,"@Kubernetes, @DevOps, @Databases в Mail.ru Group",Москва
0,New Year OpenSpace,19 декабря 2018 г.,ProductTank Moscow,Москва
0,Разработка игр для мобильных устройств,27 ноября 2014 г.,Microsoft Dev Tech,Москва
0,English Club with Nataly — Better conversations,8 марта 2020 г.,English Club with Nataly,
0,English Club with Nataly — Better conversations,13 марта 2020 г.,English Club with Nataly,Москва
0,GDG Manage It,21 июня 2019 г.,GDG Tyumen,Tyumen
0,Приятное с полезным: чаепитие об андроиде!,23 декабря 2018 г.,GDG Kazan,
0,ARMG: Архитектура Модели Данных,6 февраля 2020 г.,BigDataSchool,Москва
0,"Node.js: async profiling, async_hooks, AWS Lamda, Kinesis & Athena",19 декабря 2018 г.,Moscow NodeJS Meetup,Москва
0,PMM#4. Playing the snowflakes!,16 февраля 2017 г.,ProductTank Moscow,Москва
0,English Club with Nataly — Better conversations,27 марта 2020 г.,English Club with Nataly,Москва
0,Moscow Python Beer Meetup №17,24 октября 2019 г.,Moscow Python Beer Meetup,Москва
0,RND PHP #2,29 февраля 2020 г.,Rostov IT Events,Ростов
0,Weekly Peaches - online meetups with YCombinator Startup School moderators,18 мая 2019 г.,Startup and Entrepreneurs Community at GrowUp,
0,DevOps MeetUp №5 @ Innopolis,20 ноября 2019 г.,GDG Cloud Innopolis,Innopolis
0,Бесплатный курс  занятий “JavaScript” для всех желающих,25 января 2020 г.,GDG Magas,Назрань
0,PM Liquid Lunch in Punk Brew 7.03,7 марта 2020 г.,PM lunch (St. Petersburg),Sankt-Peterburg
0,#4 Moscow R Meetup,20 апреля 2019 г.,rMoscow,Москва
0,Speedrun #2: Kubernetes in the Google Cloud,10 февраля 2020 г.,GDG Cloud Innopolis,
0,Онлайн мастер-класс: SJK незаменимый инструмент Java сантехника,10 апреля 2019 г.,Moscow Big Systems/Big Data,
0,Moscow MySQL User Group Meetup 11 июля,11 июля 2017 г.,MMUG - Moscow MySQL User Group,Москва
0,Serverside meetup #2,27 ноября 2019 г.,GDG Kaliningrad,Калининград
0,Управление конфликтами в Agile-командах,10 декабря 2018 г.,SOFTER Open Meetups,
0,Квартирник Модель мира,14 марта 2020 г.,FoundersDevelopers / WorldModel,Moskva
0,Fifth meetup,7 апреля 2016 г.,Moscow NodeJS Meetup,Москва
0,Techstars Startup Weekend St. Petersburg,22 ноября 2019 г.,SPECIA,Sankt-Peterburg
0,"IoT (Internet of Things), Mail.Ru Cloud Solutions, Docker Hosting",9 августа 2018 г.,Moscow Kubernetes Meetup,Москва
0,Clojure Meetup,13 июня 2018 г.,Clojure Ekaterinburg,Екатеринбург
0,Think 2019: Not Just Another Tech Conference,3 января 2019 г.,Apache Spark in Moscow,
0,Я.Субботник мобильных разработчиков,27 октября 2018 г.,Yandex Novosibirsk Events for Developers,Новосибирск
0,DevOps Battle 2.2,25 апреля 2020 г.,EPAM IT Events,Санкт-Петербург
0,Groovy DSL в Jenkins и Pipeline. Об устройстве и подводных камнях,27 июля 2017 г.,Moscow Jenkins Meetup,Москва
0,FP Specialty #5,16 ноября 2019 г.,Functional Programming Specialty,Новосибирск
0,Infrastructure with Kubernetes and Helm,22 марта 2017 г.,Moscow Kubernetes Meetup,Москва
0,Next ’19 Extended Yaroslavl,20 апреля 2019 г.,GDG Cloud Yaroslavl,Yaroslavl'
0,Как правильно иметь дело с UserStory ?,29 марта 2018 г.,SOFTER Open Meetups,
0,WordPress Meetup #16,21 апреля 2019 г.,Saint-Petersburg WordPress Community,Sankt-Peterburg
0,KrdDotNet №3,13 февраля 2020 г.,KrdDotNet,Краснодар
0,"#ITsubbtonik: Java, DevOps, Big Data, QA",27 мая 2017 г.,ITsubbotnik,Санкт-Петербург
0,Dynamic Talks - Java/ Big Data meetup/ Krakow,25 сентября 2018 г.,Grid Dynamics Java/ Big Data community,Kraków
0,WebAssembly Moscow meetup #2,1 августа 2019 г.,Moscow WebAssembly User Group,
0,Weekly Peaches - online meetups with YCombinator Startup School moderators,9 марта 2019 г.,Startup and Entrepreneurs Community at GrowUp,
0,Drupal Moscow Meetup,10 октября 2019 г.,[Any] Digital Moscow,Москва
0,ODS SPB Meetup 4,15 декабря 2018 г.,St. Petersburg Open Data Science Meetup,Санкт-Петербург
0,Fuckup Nights Vol.XVI,4 декабря 2018 г.,Digital October,Москва
0,Развитие Agility-качеств: как повысить продуктивность команды,20 августа 2018 г.,Inspired by Agile Moscow Meetup,Москва
0,Tech U 2019,21 октября 2019 г.,IBM BlueExperts CEE,Karlín
0,Облако — не только для айтишников,20 февраля 2020 г.,Мероприятия Яндекс.Облака для разработчиков,
0,Seminar#3 Memory networks,22 ноября 2015 г.,Deep learning Moscow,Москва
0,Data Fest⁵,28 апреля 2018 г.,Moscow Data Fest,
0,Apstra – решение для автоматизации жизненного цикла сетевой инфраструктуры,21 февраля 2020 г.,FACTOR GROUP Training and Education Center User Group,
0,HIVE: Hadoop SQL Hive администратор,22 апреля 2020 г.,BigDataSchool,Москва
0,XXV митап Сообщества блокчейн-разработчиков Санкт-Петербурга,24 октября 2019 г.,St. Petersburg BlockChain Community Meetup,Санкт-Петербург
0,"Принципы объектно-ориентированного дизайна SOLID, GRASP",7 июня 2018 г.,SOFTER Open Meetups,Москва
0,Вебинар. Анализ данных и управленческая отчетность в Google Spreadsheets,11 ноября 2019 г.,Moscow School of Business Analysis,Москва
0,"Конференция aOS Moscow - Azure, Office 365, SharePoint",9 июля 2019 г.,SharePoint and Office 365 Community Moscow,Moskva
0,QA Community SPb Meetup #2,26 февраля 2020 г.,St. Petersburg QA Community Group,
0,Symfony St. Petersburg Meetup - JetBrains (25 May 2017),25 мая 2017 г.,Symfony Moscow Meetup - Symfoniacs,St. Peterburg
0,"Курс ""Аналитика больших данных для руководителей""",21 мая 2019 г.,курс «Администрирование кластера Hadoop»,
0,"Курс повышения квалификации  ""Kafka Streams для разработчиков""",13 апреля 2020 г.,BigDataSchool,Москва
0,St. Petersburg Rust Meetup,10 ноября 2019 г.,SPb Rust Community,Sankt-Peterburg
0,Weekly Peaches - online meetups with YCombinator Startup School moderators,23 февраля 2019 г.,Startup and Entrepreneurs Community at GrowUp,
0,Встреча с Максимом Дорофеевым | Нск | 01.03.20,1 марта 2020 г.,IT События ЦФТ,Новосибирск
0,WordPress Translation Day 4,11 мая 2019 г.,Saint-Petersburg WordPress Community,Sankt-Peterburg
0,PM Lunch in Pantao Asian bar 07.12,7 декабря 2019 г.,PM lunch (St. Petersburg),Sankt-Peterburg
0,Data Science в маркетинге,11 марта 2020 г.,Data People,Moskva
0,Moscow Rust Meetup в офисе UnitedTraders,12 февраля 2020 г.,Rust в Москве,Москва
0,FPConf 2017,2 декабря 2017 г.,Functional programming Meetup,Москва
0,WebDev Meetup #8,22 декабря 2018 г.,GDG Novosibirsk,Новосибирск
0,"«Как выживать с клиентом, который не готов работать в зрелых методологиях»",18 декабря 2019 г.,DataArt Events,Sankt-Peterburg
0,Компьютерное зрение и обработка изображений для задач глубокого обучения,16 февраля 2019 г.,Women in Big Data (Russian Chapter),Нижний Новгород
0,Обмен опытом Jira и Jira Service Desk в Золотой пинте,21 ноября 2019 г.,Atlassian User Group in St. Petersburg,Saint Petersburg
0,Tver.io Backend Meetup,21 ноября 2019 г.,Tver.io Meetup,Тверь
0,Первая встреча PHP-сообщества Саратова (в формате BeerPHP),20 декабря 2019 г.,Saratov IT,Саратов
0,Remote Camp,17 августа 2019 г.,Remote IT St. Petersburg Митапы и Конференции,Komarovo
0,Founders&Products Brunch,15 марта 2020 г.,FoundersDevelopers / WorldModel,Moskva
0,Просмотр конференции Connect и анонсы ключевых продуктов,12 ноября 2014 г.,Microsoft Dev Tech,Москва
0,#3 Moscow R Meetup,27 апреля 2017 г.,rMoscow,Москва
0,Осенняя встреча,4 октября 2018 г.,Scala Moscow,Москва
0,GopherCon Russia,13 апреля 2019 г.,Golang Москва,Москва
0,Итоги года. Планы. Drinkup.,25 декабря 2019 г.,Atlassian User Group in St. Petersburg,Saint Petersburg
0,IT Discourse on Artificial Intelligence,16 августа 2018 г.,IT Discourse,Тверь
0,Встреча сообщества IT Pro - Декабрь 2019,5 декабря 2019 г.,Сообщество IT Pro в Москве,Moskva
0,"Курс ""Аналитика больших данных для руководителей""",6 ноября 2018 г.,курс «Администрирование кластера Hadoop»,
0,Анализ данных и управленческая отчетность в Google Spreadsheets,27 апреля 2020 г.,Moscow School of Business Analysis,Москва
0,"Принципы объектно-ориентированного дизайна: GRASP, SOLID и др.",7 июня 2018 г.,SOFTER Open Meetups,Москва
0,Направления развития открытых данных в России,24 июля 2015 г.,Moscow Open Data Development Meetup,Москва
0,Восьмая встреча общества анонимных тестировщиков,24 октября 2019 г.,Общество анонимных тестировщиков,Москва
0,Moscow English Speaking Club for Programmers SPEAK++,15 февраля 2020 г.,Moscow English Speaking Club for Programmers SPEAK++,Moskva
0,QA Meetup,7 июня 2019 г.,Kazan Expert Fridays Meetups,Казань
0,Power BI meetup Moscow - 3 октября 2019,3 октября 2019 г.,Russian MVP Community,Moskva
0,Istio & Service mesh - первый митап в Москве от контрибьюторов проекта!,20 июня 2019 г.,"Enterprise containers, clusters and service mesh",Москва
0,COMAQA Autumn Piter 2019 - конференция по тестированию,11 октября 2019 г.,St. Petersburg QA Community Group,
0,Канбан + CLD (системные диаграммы),3 октября 2018 г.,Russian Lean/Kanban Network,
0,Flutter Interact: Viewing Party ,11 декабря 2019 г.,GDG Ulan-Ude,Улан-Удэ
0,Вебинар. Введение в теорию игр. Применение в бизнесе.,24 апреля 2020 г.,Moscow School of Business Analysis,Москва
0,GDG Career #1,21 февраля 2019 г.,GDG Tyumen,Tyumen
0,TWYA - That's What You Are!,8 ноября 2018 г.,Digital October,Москва
0,SPb Reliability Breakfast #2,6 марта 2019 г.,SPb Reliability Meetup,Sankt-Peterburg
0,Angular Piter #3,4 декабря 2019 г.,Angular Piter,Sankt-Peterburg
0,SPb Python Drinkup. PiterPy Pre Party.,31 октября 2019 г.,SPb Python Community,
0,Intelligent Communications Community. Прямой эфир из студии,27 ноября 2018 г.,Intelligent Communications Community,
